,時間,ソアリン,トイ・ストーリ・マニア,タワー・オブ・テラー,センター・オブ・ジアース,インディジョーンズ,レイジングスピリッツ,マジックランプシアター,タートル・トーク,海底２万マイル,ヴェネツィアン・ゴンドラ,ニモ＆フレンズ・シーライダ,アクアトピア,キャラバンカルーセル,ジャスミンのフライングカーペット,シンドバッド・ストーリーブック,フランダーのフライングフィッシュ,スカットルのスクーター,ブローフィッシュバルーン,ワールプール,ジャンピン・ジェリーフィッシュ,スチーマーライン(フロント),スチーマーライン(ロスト),スチーマーライン(ハーバー),レールウェイ(フロント),スチーマーライン(ポート),ビッグシティ・ヴィークル,曜日_数値,曜日
550,2021-01-12 14:30:00,5,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
551,2021-01-12 14:45:00,5,5,5,5,10,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
552,2021-01-12 15:00:00,5,5,5,5,5,5,30,10,0,5,10,10,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
553,2021-01-12 15:15:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
554,2021-01-12 15:30:00,5,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
555,2021-01-12 15:45:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
556,2021-01-12 16:00:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
557,2021-01-12 16:15:00,5,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
558,2021-01-12 16:30:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
559,2021-01-12 16:45:00,5,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,1,Tuesday
560,2021-01-12 17:00:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
561,2021-01-12 17:15:00,5,5,5,5,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
562,2021-01-12 17:30:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
563,2021-01-12 17:45:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
564,2021-01-12 18:00:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
565,2021-01-12 18:15:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,1,Tuesday
566,2021-01-12 18:30:00,5,5,5,5,5,5,10,20,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,1,Tuesday
567,2021-01-12 18:45:00,5,5,5,5,5,5,10,0,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,1,Tuesday
568,2021-01-12 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
569,2021-01-12 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
570,2021-01-12 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
571,2021-01-12 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
572,2021-01-12 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
573,2021-01-12 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
574,2021-01-12 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
575,2021-01-12 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tuesday
576,2021-01-13 09:00:00,0,0,0,0,5,5,0,0,0,5,10,0,0,0,5,0,0,5,0,0,0,5,5,0,0,0,2,Wednesday
577,2021-01-13 09:15:00,0,0,5,5,5,5,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,2,Wednesday
578,2021-01-13 09:30:00,0,0,5,5,5,5,0,0,0,5,10,0,0,0,5,5,0,5,0,0,0,5,5,0,0,0,2,Wednesday
579,2021-01-13 09:45:00,0,5,5,5,5,5,0,0,0,5,10,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,2,Wednesday
580,2021-01-13 10:00:00,0,5,5,5,5,5,0,10,0,5,10,0,5,0,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
581,2021-01-13 10:15:00,0,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
582,2021-01-13 10:30:00,0,5,5,5,5,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
583,2021-01-13 10:45:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
584,2021-01-13 11:00:00,5,5,5,5,10,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
585,2021-01-13 11:15:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
586,2021-01-13 11:30:00,5,5,5,5,10,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,2,Wednesday
587,2021-01-13 11:45:00,5,5,5,5,10,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,Wednesday
588,2021-01-13 12:00:00,5,5,5,5,10,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
589,2021-01-13 12:15:00,5,5,5,5,10,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
590,2021-01-13 12:30:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
591,2021-01-13 12:45:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
592,2021-01-13 13:00:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
593,2021-01-13 13:15:00,5,5,5,0,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
594,2021-01-13 13:30:00,5,5,5,0,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
595,2021-01-13 13:45:00,5,5,5,0,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,5,2,Wednesday
596,2021-01-13 14:00:00,5,5,5,0,15,5,5,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,2,Wednesday
597,2021-01-13 14:15:00,5,5,5,5,5,5,15,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,2,Wednesday
598,2021-01-13 14:30:00,5,5,5,5,5,5,5,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,2,Wednesday
599,2021-01-13 14:45:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
600,2021-01-13 15:00:00,5,5,5,5,5,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
601,2021-01-13 15:15:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
602,2021-01-13 15:30:00,5,5,5,5,5,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
603,2021-01-13 15:45:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
604,2021-01-13 16:00:00,5,5,5,5,5,5,10,10,0,15,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
605,2021-01-13 16:15:00,5,5,5,5,5,5,5,10,0,15,10,15,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
606,2021-01-13 16:30:00,5,5,5,5,5,5,15,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
607,2021-01-13 16:45:00,5,5,5,5,5,5,30,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,2,Wednesday
608,2021-01-13 17:00:00,5,5,5,5,5,5,20,10,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,2,Wednesday
609,2021-01-13 17:15:00,5,5,5,5,5,5,10,10,0,15,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,2,Wednesday
610,2021-01-13 17:30:00,5,5,5,5,5,5,25,10,0,15,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,2,Wednesday
611,2021-01-13 17:45:00,5,5,5,5,5,5,10,10,0,15,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,2,Wednesday
612,2021-01-13 18:00:00,10,5,5,5,5,5,30,10,0,20,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,2,Wednesday
613,2021-01-13 18:15:00,15,5,5,10,5,5,20,10,0,10,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,2,Wednesday
614,2021-01-13 18:30:00,15,10,5,10,5,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,2,Wednesday
615,2021-01-13 18:45:00,15,5,5,5,5,5,5,0,0,5,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,2,Wednesday
616,2021-01-13 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
617,2021-01-13 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
618,2021-01-13 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
619,2021-01-13 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
620,2021-01-13 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
621,2021-01-13 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
622,2021-01-13 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
623,2021-01-13 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Wednesday
624,2021-01-14 09:00:00,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,5,5,0,0,0,3,Thursday
625,2021-01-14 09:15:00,0,5,5,5,0,5,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,5,5,0,0,0,3,Thursday
626,2021-01-14 09:30:00,0,5,5,5,0,5,0,0,0,5,0,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,3,Thursday
627,2021-01-14 09:45:00,0,5,5,5,0,5,0,0,0,5,0,0,5,0,5,5,0,5,0,0,0,5,5,0,0,0,3,Thursday
628,2021-01-14 10:00:00,0,5,5,5,0,5,0,10,0,5,10,10,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
629,2021-01-14 10:15:00,0,5,5,5,5,5,15,10,0,5,10,10,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
630,2021-01-14 10:30:00,0,5,5,5,5,5,30,10,0,5,10,10,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
631,2021-01-14 10:45:00,0,5,5,5,5,5,20,10,0,5,10,10,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
632,2021-01-14 11:00:00,0,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
633,2021-01-14 11:15:00,0,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
634,2021-01-14 11:30:00,0,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,3,Thursday
635,2021-01-14 11:45:00,0,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,3,Thursday
636,2021-01-14 12:00:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
637,2021-01-14 12:15:00,5,5,5,5,5,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
638,2021-01-14 12:30:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
639,2021-01-14 12:45:00,5,5,5,5,5,5,5,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
640,2021-01-14 13:00:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
641,2021-01-14 13:15:00,5,5,5,5,10,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
642,2021-01-14 13:30:00,5,5,5,5,10,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
643,2021-01-14 13:45:00,5,5,5,5,20,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,5,3,Thursday
644,2021-01-14 14:00:00,5,5,5,5,15,5,25,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
645,2021-01-14 14:15:00,5,5,5,5,15,5,15,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
646,2021-01-14 14:30:00,5,5,5,5,10,5,25,10,0,0,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,3,Thursday
647,2021-01-14 14:45:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
648,2021-01-14 15:00:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
649,2021-01-14 15:15:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
650,2021-01-14 15:30:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
651,2021-01-14 15:45:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
652,2021-01-14 16:00:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
653,2021-01-14 16:15:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
654,2021-01-14 16:30:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
655,2021-01-14 16:45:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,3,Thursday
656,2021-01-14 17:00:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,15,5,5,0,0,0,3,Thursday
657,2021-01-14 17:15:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,15,5,5,0,0,0,3,Thursday
658,2021-01-14 17:30:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,15,5,5,0,0,0,3,Thursday
659,2021-01-14 17:45:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,15,5,5,0,0,0,3,Thursday
660,2021-01-14 18:00:00,5,5,5,5,5,5,25,10,0,10,10,5,5,5,5,5,5,5,5,5,15,5,5,0,0,0,3,Thursday
661,2021-01-14 18:15:00,5,5,5,5,5,5,10,10,0,20,10,5,5,5,5,5,5,5,5,5,15,5,5,0,0,0,3,Thursday
662,2021-01-14 18:30:00,5,5,5,5,5,5,0,10,0,20,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,3,Thursday
663,2021-01-14 18:45:00,5,5,5,5,5,5,0,0,0,20,0,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,3,Thursday
664,2021-01-14 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
665,2021-01-14 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
666,2021-01-14 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
667,2021-01-14 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
668,2021-01-14 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
669,2021-01-14 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
670,2021-01-14 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
671,2021-01-14 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday
672,2021-01-15 09:00:00,0,5,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,Friday
673,2021-01-15 09:15:00,0,10,5,5,5,0,0,0,0,5,10,0,0,0,5,0,0,5,0,0,0,5,5,0,0,0,4,Friday
674,2021-01-15 09:30:00,0,15,5,10,5,5,0,0,0,5,10,0,0,0,5,0,0,5,0,0,0,5,5,0,0,0,4,Friday
675,2021-01-15 09:45:00,0,15,5,15,5,5,0,0,0,5,10,0,0,0,5,0,0,5,0,0,0,5,5,0,0,0,4,Friday
676,2021-01-15 10:00:00,0,10,5,10,10,5,0,5,0,5,10,0,0,5,5,0,0,5,5,5,0,5,5,0,0,0,4,Friday
677,2021-01-15 10:15:00,0,10,5,5,10,5,0,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
678,2021-01-15 10:30:00,0,5,5,5,20,5,0,10,0,5,10,0,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
679,2021-01-15 10:45:00,0,5,5,5,15,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
680,2021-01-15 11:00:00,0,5,5,5,5,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
681,2021-01-15 11:15:00,0,5,5,5,5,5,0,5,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
682,2021-01-15 11:30:00,0,5,5,5,5,5,0,5,0,5,10,5,5,5,5,5,5,5,5,5,0,5,5,0,0,0,4,Friday
683,2021-01-15 11:45:00,0,5,5,5,5,5,0,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
684,2021-01-15 12:00:00,0,5,5,5,10,5,0,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
685,2021-01-15 12:15:00,0,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
686,2021-01-15 12:30:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
687,2021-01-15 12:45:00,5,5,5,5,5,5,10,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
688,2021-01-15 13:00:00,5,5,5,5,15,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
689,2021-01-15 13:15:00,5,5,5,5,25,5,10,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
690,2021-01-15 13:30:00,5,5,5,5,15,5,25,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
691,2021-01-15 13:45:00,5,5,5,5,15,5,10,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
692,2021-01-15 14:00:00,5,10,5,5,20,5,30,5,0,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,Friday
693,2021-01-15 14:15:00,5,10,5,5,20,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,Friday
694,2021-01-15 14:30:00,5,5,5,5,10,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,0,0,0,0,0,5,4,Friday
695,2021-01-15 14:45:00,5,10,5,5,5,5,20,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
696,2021-01-15 15:00:00,5,10,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
697,2021-01-15 15:15:00,5,5,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
698,2021-01-15 15:30:00,5,10,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
699,2021-01-15 15:45:00,5,15,5,5,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
700,2021-01-15 16:00:00,5,10,5,5,10,5,10,5,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
701,2021-01-15 16:15:00,5,5,5,10,5,5,30,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
702,2021-01-15 16:30:00,5,5,5,5,5,5,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
703,2021-01-15 16:45:00,5,5,5,5,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,4,Friday
704,2021-01-15 17:00:00,5,5,5,5,5,5,20,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
705,2021-01-15 17:15:00,5,5,5,10,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,4,Friday
706,2021-01-15 17:30:00,5,5,5,10,5,5,25,10,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,4,Friday
707,2021-01-15 17:45:00,5,5,5,15,5,5,10,10,0,5,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,4,Friday
708,2021-01-15 18:00:00,5,5,5,5,5,5,30,10,0,30,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,4,Friday
709,2021-01-15 18:15:00,5,10,5,15,5,5,15,15,0,35,10,5,5,5,5,5,5,5,5,5,10,5,5,0,0,0,4,Friday
710,2021-01-15 18:30:00,5,10,5,5,5,5,5,15,0,15,10,5,5,5,5,5,5,5,5,5,0,5,0,0,0,0,4,Friday
711,2021-01-15 18:45:00,5,10,5,5,5,5,0,10,0,15,10,5,5,5,0,5,5,5,5,5,0,5,0,0,0,0,4,Friday
712,2021-01-15 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
713,2021-01-15 19:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
714,2021-01-15 19:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
715,2021-01-15 19:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
716,2021-01-15 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
717,2021-01-15 20:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
718,2021-01-15 20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
719,2021-01-15 20:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Friday
720,2021-01-16 09:00:00,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday
721,2021-01-16 09:15:00,0,30,5,5,5,5,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,5,Saturday
722,2021-01-16 09:30:00,0,40,5,30,5,5,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,5,Saturday
723,2021-01-16 09:45:00,0,35,5,35,15,5,0,0,0,5,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,5,Saturday
724,2021-01-16 10:00:00,0,20,5,25,20,10,30,10,0,5,0,0,5,5,5,5,0,5,5,5,0,0,0,0,0,0,5,Saturday
725,2021-01-16 10:15:00,0,20,5,25,20,15,15,15,0,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
726,2021-01-16 10:30:00,0,20,5,20,10,15,30,15,0,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
727,2021-01-16 10:45:00,0,25,5,15,5,15,25,15,0,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
728,2021-01-16 11:00:00,0,25,5,15,5,25,10,15,0,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
729,2021-01-16 11:15:00,0,30,5,15,5,20,25,10,0,5,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
730,2021-01-16 11:30:00,0,20,5,10,10,15,10,10,0,0,0,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,5,Saturday
731,2021-01-16 11:45:00,0,15,5,10,10,20,10,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5,Saturday
732,2021-01-16 12:00:00,0,15,5,15,5,15,15,10,0,5,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
733,2021-01-16 12:15:00,0,5,5,15,5,10,10,15,0,10,10,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,Saturday
